"@timestamp",message,"geoip.ip","geoip.city_name","geoip.country_name"
"Aug 20, 2022 @ 19:09:53.369","Aug 20 19:09:52 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:51.366","Aug 20 19:09:51 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:50.366","Aug 20 19:09:49 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:48.364","Aug 20 19:09:48 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:47.363","Aug 20 19:09:46 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:46.360","Aug 20 19:09:45 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:44.356","Aug 20 19:09:44 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:43.351","Aug 20 19:09:42 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:41.348","Aug 20 19:09:41 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:40.347","Aug 20 19:09:39 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:38.344","Aug 20 19:09:38 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:37.343","Aug 20 19:09:36 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:36.342","Aug 20 19:09:35 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:34.339","Aug 20 19:09:33 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:33.338","Aug 20 19:09:32 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:31.336","Aug 20 19:09:31 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:30.334","Aug 20 19:09:29 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:28.332","Aug 20 19:09:28 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:27.331","Aug 20 19:09:26 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:26.329","Aug 20 19:09:25 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:24.327","Aug 20 19:09:24 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:23.325","Aug 20 19:09:22 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:21.323","Aug 20 19:09:21 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:20.321","Aug 20 19:09:19 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:19.320","Aug 20 19:09:18 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:17.318","Aug 20 19:09:17 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:16.316","Aug 20 19:09:15 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:14.315","Aug 20 19:09:14 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:13.314","Aug 20 19:09:12 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:12.313","Aug 20 19:09:11 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:10.310","Aug 20 19:09:10 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:09.309","Aug 20 19:09:08 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:08.308","Aug 20 19:09:07 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:06.304","Aug 20 19:09:05 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:05.303","Aug 20 19:09:04 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:03.300","Aug 20 19:09:03 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:02.299","Aug 20 19:09:01 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:09:01.297","Aug 20 19:09:00 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:59.293","Aug 20 19:08:59 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:58.287","Aug 20 19:08:57 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:57.285","Aug 20 19:08:56 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:55.283","Aug 20 19:08:55 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:54.281","Aug 20 19:08:53 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:53.279","Aug 20 19:08:52 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:51.277","Aug 20 19:08:50 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:50.276","Aug 20 19:08:49 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:48.274","Aug 20 19:08:48 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:47.272","Aug 20 19:08:46 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:46.271","Aug 20 19:08:45 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:44.269","Aug 20 19:08:43 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:43.268","Aug 20 19:08:42 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:41.265","Aug 20 19:08:41 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:40.264","Aug 20 19:08:39 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:39.262","Aug 20 19:08:38 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:37.261","Aug 20 19:08:37 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:36.260","Aug 20 19:08:35 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:35.259","Aug 20 19:08:34 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:33.257","Aug 20 19:08:33 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:32.255","Aug 20 19:08:31 mail postfix/submission/smtpd[11752]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:31.254","Aug 20 19:08:30 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:29.252","Aug 20 19:08:29 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:28.250","Aug 20 19:08:27 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:27.249","Aug 20 19:08:26 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:25.247","Aug 20 19:08:24 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:24.245","Aug 20 19:08:23 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:22.243","Aug 20 19:08:22 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:21.242","Aug 20 19:08:20 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:20.240","Aug 20 19:08:19 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:18.237","Aug 20 19:08:17 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:17.236","Aug 20 19:08:16 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:16.235","Aug 20 19:08:15 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:14.233","Aug 20 19:08:13 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:13.233","Aug 20 19:08:12 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:11.231","Aug 20 19:08:11 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:10.230","Aug 20 19:08:09 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:08.227","Aug 20 19:08:08 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:07.225","Aug 20 19:08:06 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:06.224","Aug 20 19:08:05 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:04.222","Aug 20 19:08:04 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:03.220","Aug 20 19:08:02 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:02.219","Aug 20 19:08:01 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:08:00.217","Aug 20 19:07:59 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:59.215","Aug 20 19:07:58 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:57.213","Aug 20 19:07:57 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:56.212","Aug 20 19:07:55 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:55.210","Aug 20 19:07:54 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:53.204","Aug 20 19:07:52 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:52.200","Aug 20 19:07:51 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:50.194","Aug 20 19:07:50 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:49.192","Aug 20 19:07:48 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:48.187","Aug 20 19:07:47 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:46.184","Aug 20 19:07:45 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:45.182","Aug 20 19:07:44 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:44.180","Aug 20 19:07:43 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:42.177","Aug 20 19:07:41 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:41.174","Aug 20 19:07:40 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:39.173","Aug 20 19:07:39 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:38.172","Aug 20 19:07:37 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:37.171","Aug 20 19:07:36 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:35.168","Aug 20 19:07:34 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:34.167","Aug 20 19:07:33 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:33.166","Aug 20 19:07:32 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:31.163","Aug 20 19:07:30 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:30.162","Aug 20 19:07:29 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:29.160","Aug 20 19:07:28 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:27.158","Aug 20 19:07:26 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:26.157","Aug 20 19:07:25 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:24.154","Aug 20 19:07:23 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:23.153","Aug 20 19:07:22 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:21.149","Aug 20 19:07:21 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Aug 20, 2022 @ 19:07:20.147","Aug 20 19:07:19 mail postfix/submission/smtpd[11053]: warning: unknown[20.115.60.142]: SASL LOGIN authentication failed: authentication failure","-","-","-"
